,area_type,location,total_sqft,bath,balcony,price,bhk
8973,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,103.0,2
8974,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,159.0,3
8976,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,106.0,2
8978,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2
8979,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,237.0,4
8980,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2
8981,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2
8984,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,106.0,2
8985,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,155.0,3
8986,Super built-up  Area,Thigalarapalya,1830.0,4.0,2.0,135.0,3
8987,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2
8988,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,160.0,3
8992,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,160.0,3
8993,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,155.0,3
8994,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,235.0,4
8995,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,153.0,3
8997,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,157.0,3
8998,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2
8999,Built-up  Area,Thigalarapalya,3362.0,5.0,2.0,249.0,4
9000,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,245.0,4
9003,Super built-up  Area,Thigalarapalya,4190.0,4.0,2.0,325.0,4
9007,Super built-up  Area,Thigalarapalya,1400.0,2.0,2.0,105.0,2
9009,Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,98.0,2
9011,Built-up  Area,Thubarahalli,3800.0,4.0,3.0,239.0,4
9012,Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,78.0,2
9013,Super built-up  Area,Thubarahalli,1128.0,2.0,2.0,75.0,2
9014,Built-up  Area,Thubarahalli,1185.0,2.0,2.0,65.0,2
9015,Built-up  Area,Thubarahalli,975.0,2.0,1.0,55.0,2
9016,Super built-up  Area,Thubarahalli,1330.0,2.0,1.0,75.0,2
9017,Super built-up  Area,Thubarahalli,1085.0,2.0,1.0,70.0,2
9018,Built-up  Area,Thubarahalli,1216.0,2.0,1.0,80.0,2
9019,Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,79.0,2
9020,Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,80.0,2
9021,Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,79.55,2
9023,Built-up  Area,Thubarahalli,2625.0,3.0,3.0,175.0,3
9024,Super built-up  Area,Thubarahalli,975.0,2.0,1.0,50.0,2
9026,Super built-up  Area,Thubarahalli,1584.0,3.0,2.0,101.0,3
9027,Plot  Area,Tindlu,1500.0,2.0,1.0,87.0,3
9028,Built-up  Area,Tindlu,7500.0,7.0,2.0,400.0,7
9029,Super built-up  Area,Tindlu,1357.0,2.0,2.0,65.0,3
9030,Plot  Area,Tindlu,1500.0,3.0,1.0,87.0,3
9031,Built-up  Area,Tindlu,1370.07,3.0,1.0,65.0,3
9032,Built-up  Area,Tindlu,1165.0,2.0,2.0,59.8,2
9033,Super built-up  Area,Tindlu,1050.0,2.0,2.0,55.0,2
9034,Super built-up  Area,Tindlu,1100.0,2.0,2.0,55.0,2
9035,Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,95.0,3
9038,Super built-up  Area,Tumkur Road,1098.0,2.0,1.0,72.0,2
9039,Super built-up  Area,Tumkur Road,1354.0,3.0,1.0,90.0,3
9040,Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,84.0,3
9041,Super built-up  Area,Tumkur Road,1239.0,2.0,1.0,82.0,2
9042,Super built-up  Area,Tumkur Road,1246.0,2.0,1.0,82.0,2
9043,Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,100.0,3
9045,Super built-up  Area,Tumkur Road,1416.0,3.0,1.0,94.0,3
9046,Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,60.0,2
9047,Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,68.62,2
9048,Super built-up  Area,Tumkur Road,1459.0,2.0,1.0,95.0,3
9049,Super built-up  Area,Tumkur Road,992.0,2.0,1.0,60.0,2
9050,Super built-up  Area,Tumkur Road,1066.0,2.0,2.0,52.5,2
9051,Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,79.0,3
9052,Super built-up  Area,Tumkur Road,1441.0,2.0,1.0,95.0,3
9053,Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,83.0,3
9054,Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,67.0,2
9056,Super built-up  Area,Tumkur Road,992.0,2.0,1.0,70.0,2
9057,Super built-up  Area,Tumkur Road,1354.0,3.0,1.0,85.86,3
9058,Super built-up  Area,Ulsoor,2135.0,3.0,2.0,215.0,3
9059,Built-up  Area,Ulsoor,1275.0,2.0,2.0,120.0,2
9060,Built-up  Area,Ulsoor,1020.0,3.0,2.0,110.0,3
9061,Super built-up  Area,Ulsoor,1200.0,2.0,0.0,60.0,2
9062,Built-up  Area,Ulsoor,1180.0,2.0,2.0,100.0,2
9063,Built-up  Area,Ulsoor,1340.0,3.0,0.0,90.0,3
9064,Super built-up  Area,Ulsoor,1500.0,2.0,2.0,125.0,3
9065,Super built-up  Area,Ulsoor,2000.0,3.0,3.0,185.0,3
9066,Super built-up  Area,Ulsoor,1255.0,2.0,3.0,120.0,2
9067,Super built-up  Area,Ulsoor,1685.0,4.0,2.0,185.0,3
9069,Super built-up  Area,Ulsoor,2135.0,3.0,2.0,170.0,3
9070,Plot  Area,Ulsoor,1160.0,2.0,1.0,130.0,2
9071,Built-up  Area,Uttarahalli,1440.0,2.0,3.0,62.0,3
9072,Built-up  Area,Uttarahalli,1143.0,2.0,2.0,45.0,2
9073,Built-up  Area,Uttarahalli,1020.0,2.0,2.0,45.0,2
9074,Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2
9075,Super built-up  Area,Uttarahalli,1101.0,2.0,0.0,45.0,2
9076,Built-up  Area,Uttarahalli,1345.0,2.0,1.0,67.0,2
9079,Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2
9080,Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,62.55,3
9081,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3
9082,Super built-up  Area,Uttarahalli,1008.0,2.0,3.0,45.0,2
9083,Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,60.47,3
9084,Super built-up  Area,Uttarahalli,1617.0,3.0,3.0,66.68,3
9085,Built-up  Area,Uttarahalli,1150.0,2.0,1.0,49.0,2
9086,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3
9087,Super built-up  Area,Uttarahalli,1200.0,2.0,2.0,44.0,2
9090,Built-up  Area,Uttarahalli,882.0,2.0,1.0,30.0,2
9091,Super built-up  Area,Uttarahalli,993.0,2.0,1.0,39.71,2
9092,Super built-up  Area,Uttarahalli,1045.0,2.0,1.0,45.0,2
9093,Built-up  Area,Uttarahalli,850.0,2.0,2.0,37.93,2
9095,Super built-up  Area,Uttarahalli,3600.0,6.0,2.0,120.0,6
9096,Super built-up  Area,Uttarahalli,1788.0,3.0,2.0,98.34,3
9097,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3
9098,Super built-up  Area,Uttarahalli,1089.0,2.0,1.0,43.55,2
9100,Super built-up  Area,Uttarahalli,1279.0,2.0,2.0,48.0,2
9102,Super built-up  Area,Uttarahalli,1425.0,2.0,2.0,64.0,3
9103,Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.42,2
9104,Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2
9105,Super built-up  Area,Uttarahalli,1300.0,2.0,1.0,55.0,3
9106,Built-up  Area,Uttarahalli,1250.0,2.0,1.0,55.0,3
9107,Carpet  Area,Uttarahalli,1700.0,3.0,2.0,88.0,3
9108,Built-up  Area,Uttarahalli,1200.0,3.0,1.0,50.0,3
9109,Built-up  Area,Uttarahalli,1085.0,2.0,2.0,43.0,2
9111,Super built-up  Area,Uttarahalli,1175.0,2.0,1.0,47.0,2
9112,Super built-up  Area,Uttarahalli,1689.28,3.0,2.0,91.2,3
9113,Super built-up  Area,Uttarahalli,1175.0,2.0,1.0,47.0,2
9114,Super built-up  Area,Uttarahalli,1137.0,2.0,1.0,63.0,2
9115,Super built-up  Area,Uttarahalli,1215.0,2.0,2.0,52.85,3
9116,Super built-up  Area,Uttarahalli,1325.0,2.0,1.0,53.0,2
9117,Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,60.0,3
9118,Built-up  Area,Uttarahalli,850.0,2.0,2.0,35.0,2
9119,Super built-up  Area,Uttarahalli,1627.86,3.0,2.0,88.0,3
9121,Super built-up  Area,Uttarahalli,1360.0,2.0,3.0,61.2,3
9122,Super built-up  Area,Uttarahalli,661.0,1.0,1.0,36.0,1
9123,Super built-up  Area,Uttarahalli,1134.0,2.0,1.0,45.36,2
9125,Super built-up  Area,Uttarahalli,1320.0,2.0,3.0,55.44,3
9126,Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,61.16,3
9127,Built-up  Area,Uttarahalli,1090.0,2.0,2.0,45.0,2
9128,Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2
9129,Super built-up  Area,Uttarahalli,1123.0,2.0,1.0,48.0,2
9130,Super built-up  Area,Uttarahalli,1329.0,2.0,1.0,56.0,3
9131,Super built-up  Area,Uttarahalli,938.0,2.0,0.0,35.0,2
9134,Super built-up  Area,Uttarahalli,1100.0,1.0,2.0,45.0,2
9135,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2
9137,Super built-up  Area,Uttarahalli,1685.0,3.0,2.0,85.0,3
9138,Super built-up  Area,Uttarahalli,1390.0,2.0,3.0,62.55,3
9140,Super built-up  Area,Uttarahalli,1180.0,2.0,1.0,41.3,2
9141,Super built-up  Area,Uttarahalli,1380.0,2.0,1.0,42.0,2
9142,Super built-up  Area,Uttarahalli,1737.0,2.0,3.0,95.0,3
9144,Built-up  Area,Uttarahalli,1160.0,2.0,2.0,45.0,2
9145,Super built-up  Area,Uttarahalli,1280.0,2.0,2.0,60.0,3
9147,Super built-up  Area,Uttarahalli,1190.0,2.0,1.0,53.55,2
9148,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,57.0,3
9149,Super built-up  Area,Uttarahalli,1560.0,3.0,3.0,74.0,3
9151,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2
9152,Super built-up  Area,Uttarahalli,1320.0,2.0,2.0,55.44,3
9154,Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.6,2
9156,Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.59,2
9157,Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,46.76,2
9158,Super built-up  Area,Uttarahalli,1155.0,2.0,1.0,40.6,2
9161,Super built-up  Area,Uttarahalli,1215.0,2.0,2.0,52.85,3
9163,Super built-up  Area,Uttarahalli,1180.0,2.0,1.0,41.3,2
9166,Super built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2
9167,Built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2
9168,Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,40.0,2
9170,Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.43,2
9172,Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2
9173,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.65,2
9174,Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,55.0,2
9175,Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2
9176,Built-up  Area,Uttarahalli,980.0,2.0,1.0,45.0,2
9177,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2
9182,Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2
9185,Super built-up  Area,Uttarahalli,1525.0,2.0,2.0,62.82,3
9186,Super built-up  Area,Uttarahalli,1265.0,2.0,2.0,65.0,3
9189,Super built-up  Area,Uttarahalli,1213.0,2.0,2.0,48.0,2
9191,Super built-up  Area,Uttarahalli,900.0,2.0,2.0,35.0,2
9192,Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.6,2
9195,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2
9196,Super built-up  Area,Uttarahalli,1270.0,2.0,2.0,55.25,3
9197,Super built-up  Area,Uttarahalli,1270.0,2.0,1.0,55.25,3
9198,Super built-up  Area,Uttarahalli,1107.0,2.0,1.0,45.0,2
9199,Built-up  Area,Uttarahalli,1200.0,2.0,1.0,55.0,2
9201,Super built-up  Area,Uttarahalli,1460.0,3.0,3.0,76.0,3
9202,Super built-up  Area,Uttarahalli,1500.0,3.0,1.0,68.0,3
9203,Built-up  Area,Uttarahalli,1120.0,2.0,1.0,50.0,2
9204,Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,46.0,2
9205,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,58.0,3
9207,Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2
9208,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2
9210,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3
9211,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3
9213,Built-up  Area,Uttarahalli,1000.0,2.0,0.0,52.0,2
9214,Super built-up  Area,Uttarahalli,1037.0,2.0,1.0,36.0,2
9216,Super built-up  Area,Uttarahalli,1000.0,2.0,2.0,39.5,2
9217,Built-up  Area,Uttarahalli,1125.0,1.0,2.0,45.0,2
9219,Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.58,2
9220,Built-up  Area,Uttarahalli,1123.0,2.0,2.0,60.0,2
9222,Built-up  Area,Uttarahalli,1000.0,2.0,1.0,35.0,2
9223,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,57.0,3
9224,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2
9225,Built-up  Area,Uttarahalli,1165.0,1.0,0.0,42.09,2
9226,Super built-up  Area,Uttarahalli,1260.0,2.0,2.0,55.0,2
9227,Super built-up  Area,Uttarahalli,1284.0,2.0,2.0,53.36,2
9228,Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,45.99,2
9230,Super built-up  Area,Uttarahalli,1290.0,2.0,3.0,56.12,3
9231,Super built-up  Area,Uttarahalli,1328.0,2.0,1.0,56.0,3
9232,Super built-up  Area,Uttarahalli,1040.0,2.0,2.0,36.4,2
9233,Super built-up  Area,Uttarahalli,1290.0,2.0,2.0,56.12,3
9235,Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,46.76,2
9236,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3
9237,Built-up  Area,Varthur,1160.0,2.0,2.0,44.0,2
9238,Super built-up  Area,Varthur,1385.0,2.0,3.0,80.0,2
9240,Built-up  Area,Varthur,1024.0,2.0,2.0,42.0,2
9241,Super built-up  Area,Varthur,1125.0,2.0,2.0,40.0,2
9242,Super built-up  Area,Varthur,1112.0,2.0,2.0,40.0,2
9243,Super built-up  Area,Varthur,1055.0,2.0,2.0,45.35,2
9244,Super built-up  Area,Varthur,1280.0,2.0,2.0,65.0,2
9245,Super built-up  Area,Varthur,977.0,2.0,2.0,36.0,2
9246,Super built-up  Area,Varthur,1250.0,3.0,2.0,71.0,3
9247,Plot  Area,Varthur,1200.0,3.0,1.0,67.75,3
9248,Super built-up  Area,Varthur,1111.0,2.0,2.0,41.88,2
9249,Super built-up  Area,Varthur,1140.0,2.0,3.0,55.5,2
9250,Super built-up  Area,Varthur,1012.0,2.0,1.0,59.0,2
9251,Super built-up  Area,Varthur,1140.0,2.0,2.0,39.9,2
9252,Super built-up  Area,Varthur,1090.0,2.0,2.0,48.0,2
9253,Super built-up  Area,Varthur,1450.0,3.0,2.0,71.0,3
9254,Built-up  Area,Varthur,1210.0,2.0,1.0,60.0,2
9255,Super built-up  Area,Varthur,1070.0,2.0,2.0,46.0,2
9256,Super built-up  Area,Varthur,1360.0,2.0,3.0,85.0,3
9257,Super built-up  Area,Varthur,965.0,2.0,1.0,34.0,2
9258,Super built-up  Area,Varthur,1120.0,2.0,2.0,44.24,2
9259,Super built-up  Area,Varthur,1395.0,2.0,3.0,79.0,3
9260,Super built-up  Area,Varthur,1085.0,2.0,1.0,45.0,2
9261,Super built-up  Area,Varthur,1250.0,2.0,2.0,47.0,2
9262,Plot  Area,Varthur,1200.0,3.0,1.0,68.38,3
9264,Built-up  Area,Varthur,1155.0,2.0,1.0,60.0,2
9265,Super built-up  Area,Varthur,1035.0,2.0,1.0,60.0,2
9266,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2
9267,Super built-up  Area,Varthur,1180.0,2.0,2.0,55.0,2
9269,Super built-up  Area,Varthur,1738.0,2.0,1.0,57.35,2
9270,Super built-up  Area,Varthur,1045.0,2.0,1.0,40.65,2
9271,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2
9273,Super built-up  Area,Varthur,1210.0,2.0,1.0,64.15,2
9275,Super built-up  Area,Varthur,1105.0,2.0,3.0,38.0,2
9276,Super built-up  Area,Varthur,1560.0,3.0,2.0,90.0,3
9277,Super built-up  Area,Varthur,1760.0,2.0,1.0,85.0,2
9278,Super built-up  Area,Varthur,1210.0,2.0,2.0,54.0,2
9279,Super built-up  Area,Varthur,1112.0,2.0,2.0,40.0,2
9281,Super built-up  Area,Varthur,1000.0,1.0,1.0,65.0,2
9283,Plot  Area,Varthur Road,2760.0,4.0,2.0,155.0,4
9284,Built-up  Area,Varthur Road,1277.0,2.0,2.0,59.0,2
9285,Super built-up  Area,Varthur Road,1247.0,2.0,2.0,58.0,3
9286,Super built-up  Area,Varthur Road,1050.0,2.0,2.0,42.7,2
9287,Super built-up  Area,Varthur Road,1255.0,2.0,2.0,52.76,2
9288,Super built-up  Area,Varthur Road,1140.0,2.0,2.0,49.11,2
9289,Built-up  Area,Vasanthapura,1022.0,2.0,2.0,40.0,2
9290,Super built-up  Area,Vasanthapura,1135.0,2.0,1.0,39.73,2
9291,Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2
9292,Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2
9293,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2
9294,Super built-up  Area,Vasanthapura,978.0,2.0,1.0,34.22,2
9295,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2
9296,Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2
9297,Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2
9298,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2
9299,Plot  Area,Vidyaranyapura,1200.0,4.0,0.0,90.0,4
9301,Built-up  Area,Vidyaranyapura,1060.0,2.0,2.0,55.0,2
9302,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
9303,Built-up  Area,Vidyaranyapura,1440.0,2.0,0.0,70.0,3
9304,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
9305,Super built-up  Area,Vidyaranyapura,1000.0,2.0,1.0,35.0,2
9307,Built-up  Area,Vidyaranyapura,1120.0,2.0,1.0,70.0,2
9308,Built-up  Area,Vidyaranyapura,945.0,2.0,2.0,40.0,2
9309,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
9310,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,65.0,3
9311,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,52.0,2
9312,Built-up  Area,Vidyaranyapura,1050.0,2.0,1.0,50.0,2
9313,Super built-up  Area,Vidyaranyapura,1188.0,2.0,1.0,50.0,2
9314,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,75.0,3
9315,Super built-up  Area,Vidyaranyapura,1100.0,2.0,2.0,72.0,3
9316,Built-up  Area,Vidyaranyapura,2400.0,5.0,1.0,135.0,4
9317,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,41.0,2
9318,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,60.5,2
9319,Super built-up  Area,Vidyaranyapura,1200.0,2.0,1.0,42.0,2
9320,Super built-up  Area,Vijayanagar,1704.0,3.0,2.0,110.0,3
9321,Super built-up  Area,Vijayanagar,1933.0,3.0,1.0,129.0,3
9323,Super built-up  Area,Vijayanagar,1450.0,3.0,0.0,100.0,3
9324,Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3
9325,Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3
9326,Super built-up  Area,Vijayanagar,1739.0,3.0,1.0,116.0,3
9327,Super built-up  Area,Vijayanagar,1490.0,3.0,2.0,100.0,3
9328,Super built-up  Area,Vijayanagar,1180.0,2.0,2.0,65.0,2
9329,Super built-up  Area,Vijayanagar,606.0,1.0,0.0,34.78,1
9330,Super built-up  Area,Vijayanagar,1352.0,2.0,2.0,68.0,2
9331,Super built-up  Area,Vijayanagar,1527.0,3.0,2.0,115.0,3
9332,Built-up  Area,Vijayanagar,989.0,2.0,0.0,60.0,2
9333,Super built-up  Area,Vijayanagar,1520.0,2.0,1.0,103.0,3
9334,Super built-up  Area,Vijayanagar,1749.0,3.0,1.0,117.0,3
9335,Super built-up  Area,Vijayanagar,1046.0,2.0,1.0,75.0,2
9336,Super built-up  Area,Vijayanagar,606.0,1.0,1.0,40.0,1
9337,Super built-up  Area,Vijayanagar,1200.0,2.0,2.0,62.0,2
9340,Super built-up  Area,Vijayanagar,1760.0,3.0,2.0,140.0,3
9341,Super built-up  Area,Vijayanagar,2047.0,3.0,2.0,136.0,3
9342,Super built-up  Area,Vijayanagar,1200.0,2.0,1.0,75.0,3
9343,Super built-up  Area,Vijayanagar,1178.0,2.0,3.0,82.0,2
9344,Built-up  Area,Vijayanagar,864.0,2.0,0.0,45.0,2
9345,Plot  Area,Vijayanagar,2100.0,6.0,1.0,252.0,4
9346,Super built-up  Area,Vijayanagar,920.0,2.0,2.0,60.0,2
9347,Super built-up  Area,Vijayanagar,1019.0,2.0,1.0,58.0,2
9348,Plot  Area,Vijayanagar,2400.0,6.0,3.0,125.0,5
9349,Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2
9350,Super built-up  Area,Vijayanagar,1046.0,2.0,0.0,49.06,2
9351,Built-up  Area,Vijayanagar,2400.0,2.0,0.0,230.0,1
9352,Super built-up  Area,Vijayanagar,492.0,1.0,1.0,40.0,1
9354,Plot  Area,Vishveshwarya Layout,750.0,1.0,1.0,30.0,1
9355,Built-up  Area,Vishveshwarya Layout,2000.0,4.0,1.0,75.0,4
9356,Super built-up  Area,Vishveshwarya Layout,2100.0,6.0,0.0,92.0,6
9357,Plot  Area,Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4
9358,Super built-up  Area,Vishwapriya Layout,820.0,2.0,1.0,30.0,2
9359,Super built-up  Area,Vishwapriya Layout,770.0,2.0,2.0,30.0,2
9360,Super built-up  Area,Vishwapriya Layout,910.0,2.0,3.0,36.0,2
9361,Super built-up  Area,Vishwapriya Layout,890.0,2.0,3.0,37.0,2
9362,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2
9363,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2
9364,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2
9365,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2
9366,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2
9367,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2
9368,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,68.0,2
9370,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2
9371,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2
9372,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2
9373,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2
9374,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
9375,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.4,2
9376,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,68.8,2
9377,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,62.3,2
9378,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,63.0,2
9379,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
9380,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.4,2
9382,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.32,2
9383,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
9385,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2
9386,Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2
9387,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2
9388,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2
9390,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2
9393,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,72.0,2
9394,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2
9395,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2
9396,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,70.0,2
9397,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2
9398,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
9402,Built-up  Area,Whitefield,1610.0,3.0,2.0,81.0,3
9403,Super built-up  Area,Whitefield,1459.0,2.0,1.0,94.82,2
9410,Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3
9411,Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4
9412,Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4
9416,Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3
9418,Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4
9419,Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4
9420,Super built-up  Area,Whitefield,1790.0,3.0,2.0,100.0,3
9421,Super built-up  Area,Whitefield,1720.0,3.0,3.0,100.0,3
9423,Super built-up  Area,Whitefield,1640.0,4.0,2.0,91.0,3
9426,Super built-up  Area,Whitefield,2280.0,4.0,2.0,126.0,3
9430,Built-up  Area,Whitefield,1897.0,3.0,2.0,130.0,3
9431,Super built-up  Area,Whitefield,2225.0,2.0,1.0,125.0,3
9434,Super built-up  Area,Whitefield,2268.0,3.0,2.0,163.0,4
9437,Plot  Area,Whitefield,2400.0,4.0,3.0,200.0,4
9439,Super built-up  Area,Whitefield,1360.0,2.0,1.0,95.0,2
9441,Super built-up  Area,Whitefield,1697.0,3.0,2.0,94.79,3
9442,Plot  Area,Whitefield,5000.0,4.0,3.0,400.0,4
9443,Plot  Area,Whitefield,3000.0,5.0,3.0,250.0,4
9444,Built-up  Area,Whitefield,1700.0,3.0,2.0,115.0,3
9447,Built-up  Area,Whitefield,2842.0,3.0,2.0,162.0,3
9451,Plot  Area,Whitefield,1500.0,3.0,1.0,130.0,3
9454,Super built-up  Area,Whitefield,1405.0,2.0,1.0,78.0,3
9455,Super built-up  Area,Whitefield,2225.0,3.0,3.0,115.0,3
9456,Super built-up  Area,Whitefield,1272.0,2.0,1.0,95.05,2
